"Source","ImageSHA256","VolumeName","InterpreterFilename","InterpreterSHA256","PascalSHA256","LibrarySHA256","BootBlocksSHA256","ResultDirectory"
"images/games/rpg/wizardry/Wiziprint (4am crack).zip!Wiziprint (4am crack)/Wiziprint (4am crack).dsk","cac510ec2a0511b9e2995f625c5e2d7c30391eb3a4150b8c84ca3e0af48f5e16","WIZPBT","RTSTND.APPLE","c8fce08c8a30307d4b2bb7c3cd2534006840025b4813e0231994800a0061a606","aaa96b0c5648f67d1217e6cbbba76e5447531a0cfed515a49adcc6148e7b6220","00aac73bdb87d47fcd83483ef29c6b36d75397d56cd721edbad885473e29d20c","2ffb04276585facf6703ba691cfbc0cbf017eddedcdff54575320595bd960ed1","/Users/chris/Repos/pdisasm/Tools/4am/images/cac510ec2a0511b9e2995f625c5e2d7c30391eb3a4150b8c84ca3e0af48f5e16"
"images/games/simulation/GATO v1.2 (4am crack).zip!GATO v1.2 (4am crack)/GATO v1.2 (4am crack).dsk","6ab3553c9c76a0f6404e937511c9319f3a81798ef1d6454eb562a8cc48add583","GATO","SYSTEM.APPLE","6701bcee4840864e6306d744c12fa3c6d47413321eebbe15cbe1bab3d23118e9","fb5421152940287c0c0c49d4c5b9b50074d7f33722b5c8c5d1a44acc2d537657","03fdee7eadd9973e3173f1f6e5d0e9b6445dcd1951e575cefa9537c0e419ea8d","190f9410ae628d485d58a0b0ae1cc761c88233d916afdc9abb54443a80891003","/Users/chris/Repos/pdisasm/Tools/4am/images/6ab3553c9c76a0f6404e937511c9319f3a81798ef1d6454eb562a8cc48add583"
"images/games/simulation/Universe II v1.0 (4am crack).zip!Universe II v1.0 (4am crack)/Universe II v1.0 (4am crack) disk A.dsk","f0eb3b566b1708b48db14c7c5ae10badd6cbdcd39a40fb1fb4672a054123f9f8","A","SYSTEM.APPLE","96b3a45ae3486a211744af24da5ea18fddacb1800d9a65f5749333d66e574cbd","2ec2736219293eb985f5da6faa66c76606ea981f4984aba3d1b2131fc6117f2c","633ab1da52a880d745515c2622dc5d33d43caadf94fd7d767e8ef6c9bcca8c59","190f9410ae628d485d58a0b0ae1cc761c88233d916afdc9abb54443a80891003","/Users/chris/Repos/pdisasm/Tools/4am/images/f0eb3b566b1708b48db14c7c5ae10badd6cbdcd39a40fb1fb4672a054123f9f8"
"images/games/adventure/James Bond 007 in A View To A Kill (4am crack).dsk","46541c22734c269950dcd941936ce0043614a1985a459d8e4ee3fee991477ce1","G1","SYSTEM.APPLE","b0d6ae9829da793cf605ae4cfc09b229f8130cd46a53db451eed226d8a986873","1e1f49d81a10939c89b0ceb20f4f619853c83c0c77c85774e991fd1119db6f69","c2182744860e3cb1a2057518596223ed0b4f8abea36fa174f1608d823d609ac9","9ce27c33efc5577156dc89b80135fda17a450796618487fa894e876887aea67e","/Users/chris/Repos/pdisasm/Tools/4am/images/46541c22734c269950dcd941936ce0043614a1985a459d8e4ee3fee991477ce1"
"images/games/adventure/scott_adams/Voodoo Island (4am crack).zip!Voodoo Island (4am crack)/Voodoo Island (4am crack).dsk","ab6bd402c040fb95257a1fa6dfad155617e95a151cb7e92dc38c688390ee691c","G1","SYSTEM.APPLE","b0d6ae9829da793cf605ae4cfc09b229f8130cd46a53db451eed226d8a986873","1e1f49d81a10939c89b0ceb20f4f619853c83c0c77c85774e991fd1119db6f69","c2182744860e3cb1a2057518596223ed0b4f8abea36fa174f1608d823d609ac9","802a8c6c14f2461b8132dfbcda29cbdc91d8acde288b022797765a232e32555a","/Users/chris/Repos/pdisasm/Tools/4am/images/ab6bd402c040fb95257a1fa6dfad155617e95a151cb7e92dc38c688390ee691c"
"images/games/adventure/Goldfinger (4am crack).zip!Goldfinger (4am crack)/Goldfinger (4am crack).dsk","406be01c1a668aa902d6bd8c724573f188e5c48bc6270bf0e103e76476302231","G1","SYSTEM.APPLE","b0d6ae9829da793cf605ae4cfc09b229f8130cd46a53db451eed226d8a986873","1e1f49d81a10939c89b0ceb20f4f619853c83c0c77c85774e991fd1119db6f69","c2182744860e3cb1a2057518596223ed0b4f8abea36fa174f1608d823d609ac9","802a8c6c14f2461b8132dfbcda29cbdc91d8acde288b022797765a232e32555a","/Users/chris/Repos/pdisasm/Tools/4am/images/406be01c1a668aa902d6bd8c724573f188e5c48bc6270bf0e103e76476302231"
"images/games/adventure/The Mist (4am crack).dsk","996cd4a54e2a3099ac1b898901f575062c2a7de36ee9b4f579fbbfcf041872cb","G1","SYSTEM.APPLE","b0d6ae9829da793cf605ae4cfc09b229f8130cd46a53db451eed226d8a986873","1e1f49d81a10939c89b0ceb20f4f619853c83c0c77c85774e991fd1119db6f69","c2182744860e3cb1a2057518596223ed0b4f8abea36fa174f1608d823d609ac9","9ce27c33efc5577156dc89b80135fda17a450796618487fa894e876887aea67e","/Users/chris/Repos/pdisasm/Tools/4am/images/996cd4a54e2a3099ac1b898901f575062c2a7de36ee9b4f579fbbfcf041872cb"
"images/games/adventure/Forbidden Castle (4am crack).zip!Forbidden Castle (4am crack)/Forbidden Castle (4am crack).dsk","386860ebd51c7baf9dae724d3e3c0d1877d2c61005f980a8456af94f7408539d","G1","SYSTEM.APPLE","b0d6ae9829da793cf605ae4cfc09b229f8130cd46a53db451eed226d8a986873","1e1f49d81a10939c89b0ceb20f4f619853c83c0c77c85774e991fd1119db6f69","c2182744860e3cb1a2057518596223ed0b4f8abea36fa174f1608d823d609ac9","802a8c6c14f2461b8132dfbcda29cbdc91d8acde288b022797765a232e32555a","/Users/chris/Repos/pdisasm/Tools/4am/images/386860ebd51c7baf9dae724d3e3c0d1877d2c61005f980a8456af94f7408539d"
"images/games/adventure/Forbidden Quest (4am crack).zip!Forbidden Quest (4am crack)/Forbidden Quest (4am crack).dsk","f62ac0fee73131c93828a337ea68c2b695635fe5bd2c9b963ba8b4c8e1325d8f","FBQUEST","RTSTRP.APPLE","beba89aaf3558e0cec391faaee28c2ddc13b24f37a2d0a54f0190e243c540f47","2dc60c5c04c061bcff0771a5742820e6815e52aa0c60246301286d61e5258009","0b8a91c8ee254a8dca38bcce29c5543b22ea5267a6beb380802ada0fb647d6de","1036ec5b27cbee434590c91eab6789669000c717cbda9be8c742d298f9154155","/Users/chris/Repos/pdisasm/Tools/4am/images/f62ac0fee73131c93828a337ea68c2b695635fe5bd2c9b963ba8b4c8e1325d8f"
"images/games/adventure/Indiana Jones in Revenge of the Ancients (4am crack).zip!Indiana Jones in Revenge of the Ancients (4am crack)/Indiana Jones in Revenge of the Ancients (4am crack).dsk","146d10b019299db796598a32cc1731b49924a03a28fb6b15f628ff1f8f712e44","G1","SYSTEM.APPLE","b0d6ae9829da793cf605ae4cfc09b229f8130cd46a53db451eed226d8a986873","1e1f49d81a10939c89b0ceb20f4f619853c83c0c77c85774e991fd1119db6f69","c2182744860e3cb1a2057518596223ed0b4f8abea36fa174f1608d823d609ac9","802a8c6c14f2461b8132dfbcda29cbdc91d8acde288b022797765a232e32555a","/Users/chris/Repos/pdisasm/Tools/4am/images/146d10b019299db796598a32cc1731b49924a03a28fb6b15f628ff1f8f712e44"
"images/games/action/Rambo First Blood Part II (4am crack).dsk","9dcdb6f1f663695663dd5779fb577dc0dc74b188e6abf71e48713c602d0061db","G1","SYSTEM.APPLE","b0d6ae9829da793cf605ae4cfc09b229f8130cd46a53db451eed226d8a986873","1e1f49d81a10939c89b0ceb20f4f619853c83c0c77c85774e991fd1119db6f69","c2182744860e3cb1a2057518596223ed0b4f8abea36fa174f1608d823d609ac9","42d839d4a927933a9ef041c4e6faffdf534260cc0eeeaf4c842debbcafec8e5a","/Users/chris/Repos/pdisasm/Tools/4am/images/9dcdb6f1f663695663dd5779fb577dc0dc74b188e6abf71e48713c602d0061db"
"images/games/strategy/What's My Logic? (4am crack).zip!What's My Logic? (4am crack)/What's My Logic? (4am crack).dsk","d6f95737412c6183f48f9e5b2e51b342ba9b3f613befc944e5b479b512f3bfce","MIDWEST","RTSTRP.APPLE","93629b22a4916e1f8affaa738a0637665191940152928b5c7d876ff9d800a113","aaa96b0c5648f67d1217e6cbbba76e5447531a0cfed515a49adcc6148e7b6220","246f1cf18556de0a981cbddb3926abe73349d0558df58422cf1cc173eceb600d","2aab718c9e2386ca1a718e09b02b4f0cf257abe0d4ca6d3ebb3f43e41a4a8e64","/Users/chris/Repos/pdisasm/Tools/4am/images/d6f95737412c6183f48f9e5b2e51b342ba9b3f613befc944e5b479b512f3bfce"
