"Source","ImageSHA256","VolumeName","InterpreterFilename","InterpreterSHA256","PascalSHA256","LibrarySHA256","BootBlocksSHA256","ResultDirectory"
"Emulators/ufc.dsk","3ad63eb1e2681a539d5be79cd8c7f1b3dee94bf30dffda772603cb408c78b415","UFC","SYSTEM.APPLE","49b1bbbd162e00df30a59b10aa591032e16b0fa5fec88512053827339b96383e","1e1f49d81a10939c89b0ceb20f4f619853c83c0c77c85774e991fd1119db6f69","85a4cd902d1cb48ee224d4741cb67eaa1280971bde9150a1edb7797142db7e47","190f9410ae628d485d58a0b0ae1cc761c88233d916afdc9abb54443a80891003","/Users/chris/Repos/pdisasm/Tools/ground/images/3ad63eb1e2681a539d5be79cd8c7f1b3dee94bf30dffda772603cb408c78b415"
"apple8/Edu/mortensen.s.shk!C.1.SDK","99f56e26ca74cff546e127ccc66a74cb26098030c5499bab2aed1304f1a9acba","CNT","SYSTEM.APPLE","2d9d547e62a2b566b2cb2a26f311b321ab1d95a06cf6aaa68d1e9930fdd6b40d","98eb236ebae21950de87485bd83256642a73bb0727aae60d2cbbaf97165c6e15","93f4b1cea3c39d92c2c0309f1b2d91382d9c77e71ea3259ec2fe5b1f06097b13","048c089e53438cc7066a73065409827ee44a382c798ce3718897716279cfc3dc","/Users/chris/Repos/pdisasm/Tools/ground/images/99f56e26ca74cff546e127ccc66a74cb26098030c5499bab2aed1304f1a9acba"
"apple8/Edu/mortensen.s.shk!M.2.sdk","be4a612d12b816a2309d57d7976f0b00cdb505100b673107a2a701a271b46871","MULT","SYSTEM.APPLE","2d9d547e62a2b566b2cb2a26f311b321ab1d95a06cf6aaa68d1e9930fdd6b40d","98eb236ebae21950de87485bd83256642a73bb0727aae60d2cbbaf97165c6e15","93f4b1cea3c39d92c2c0309f1b2d91382d9c77e71ea3259ec2fe5b1f06097b13","048c089e53438cc7066a73065409827ee44a382c798ce3718897716279cfc3dc","/Users/chris/Repos/pdisasm/Tools/ground/images/be4a612d12b816a2309d57d7976f0b00cdb505100b673107a2a701a271b46871"
