"Source","ImageSHA256","VolumeName","InterpreterFilename","InterpreterSHA256","PascalSHA256","LibrarySHA256","BootBlocksSHA256","ResultDirectory"
"Languages.Programming/A2.Programmer's.Archive/logo2.sdk","9291124fdd35d7943e3079492cfcb19c24130cc6d823c6c7fd94e45e44be97e5","LGRUN2","SYSTEM.APPLE","8fb30ba2a7b54d49b55536d13db8252d192f230df14a2f0eba5a8830c9fe1c2e","e44ba3e9ef9840bec2b28407a825d29f9fb3e0cc1c84f137fa0c887489e21af6","8fb6a2b89d260d47da34410568265db3a3c80925a1de8ca2a7ef82855c1ac2e8","190f9410ae628d485d58a0b0ae1cc761c88233d916afdc9abb54443a80891003","/Users/chris/Repos/pdisasm/Tools/cabi.net/images/9291124fdd35d7943e3079492cfcb19c24130cc6d823c6c7fd94e45e44be97e5"
"Languages.Programming/A2.Programmer's.Archive/APPLE0.SDK","5d414cf0d63cb3a6a037a2d903373d4d80a6526d99f1793f806c114854506a30","APPLE1","SYSTEM.APPLE","2d9d547e62a2b566b2cb2a26f311b321ab1d95a06cf6aaa68d1e9930fdd6b40d","98eb236ebae21950de87485bd83256642a73bb0727aae60d2cbbaf97165c6e15","1f4ab0662f085269e76c315b2cd1ddea6fba56b84da34249f0eed97af3ffc7f6","048c089e53438cc7066a73065409827ee44a382c798ce3718897716279cfc3dc","/Users/chris/Repos/pdisasm/Tools/cabi.net/images/5d414cf0d63cb3a6a037a2d903373d4d80a6526d99f1793f806c114854506a30"
"Z80.CPM/BURES.Utils.sdk","891a5b6c35925f301a866de9ca5a5c1df1276b89459b1e1d44bc87ec9b2546c6","SIDER","SYSTEM.APPLE","4bd6b2c862305be0fa11356ca2154cc27130c7f83eee673c3ba88422748553e9","a8535382d7df95766093a6c734fe4feeade6fb4ce60fc065dc65c785308f8859","1f4ab0662f085269e76c315b2cd1ddea6fba56b84da34249f0eed97af3ffc7f6","048c089e53438cc7066a73065409827ee44a382c798ce3718897716279cfc3dc","/Users/chris/Repos/pdisasm/Tools/cabi.net/images/891a5b6c35925f301a866de9ca5a5c1df1276b89459b1e1d44bc87ec9b2546c6"
